Category,Data_Alpha_Carotene,Data_Beta_Carotene,Data_Beta_Cryptoxanthin,Data_Carbohydrate,Data_Cholesterol,Data_Choline,Data_Fiber,Data_Lutein_and_Zeaxanthin,Data_Lycopene,Data_Niacin,Data_Protein,Data_Retinol,Data_Riboflavin,Data_Selenium,Data_Sugar_Total,Data_Thiamin,Data_Water,Data_Fat_Monosaturated_Fat,Data_Fat_Polysaturated_Fat,Data_Fat_Saturated_Fat,Data_Fat_Total_Lipid,Data_Major_Minerals_Calcium,Data_Major_Minerals_Copper,Data_Major_Minerals_Iron,Data_Major_Minerals_Magnesium,Data_Major_Minerals_Phosphorus,Data_Major_Minerals_Potassium,Data_Major_Minerals_Sodium,Data_Major_Minerals_Zinc,Data_Vitamins_Vitamin_A___RAE,Data_Vitamins_Vitamin_B12,Data_Vitamins_Vitamin_B6,Data_Vitamins_Vitamin_C,Data_Vitamins_Vitamin_E,Data_Vitamins_Vitamin_K
Bacon sandwich,0.0,0.0,0.0,30.38,36.0,41.5,1.4,27.0,0.0,6.493,17.48,5.0,0.226,31.7,3.26,0.501,30.84,6.635,5.456,5.211,18.0,132.0,0.112,2.37,27.0,203.0,244.0,902.0,1.6,5.0,0.38,0.241,0.0,0.44,8.2
Bacon soup,0.0,14.0,0.0,3.63,4.0,5.2,0.0,1.0,0.0,0.199,1.21,21.0,0.023,1.0,0.27,0.007,91.2,1.043,0.539,0.861,2.93,9.0,0.07,0.54,3.0,16.0,25.0,358.0,0.15,22.0,0.0,0.0,0.1,0.27,2.1
Bacon strip,0.0,53.0,0.0,5.31,0.0,45.0,2.6,0.0,0.0,7.56,11.69,0.0,0.481,7.4,0.0,4.4,48.98,7.095,15.441,4.622,29.52,23.0,0.105,2.41,19.0,70.0,170.0,1465.0,0.42,4.0,0.0,0.479,0.0,6.9,0.0
Bagel,0.0,1.7142857142857142,0.0,50.33285714285714,0.0,10.8,3.614285714285714,67.07142857142857,0.0,3.4810000000000003,9.957857142857142,0.0,0.2314285714285714,26.02857142857143,8.687857142857142,0.4217142857142857,36.35,0.3112857142857143,0.8838571428571429,0.0841428571428571,1.5264285714285717,102.5,0.1689999999999999,2.866428571428571,46.0,131.07142857142858,170.85714285714286,417.1428571428572,1.015,0.0,0.0,0.1321428571428571,0.0857142857142857,0.2707142857142857,1.4142857142857144
Bagel chips,0.0,0.0,0.0,66.36,0.0,17.8,4.1,14.0,0.0,7.66,12.34,0.0,0.337,36.2,6.02,0.523,5.05,6.05,2.085,6.835,15.14,24.0,0.167,5.05,39.0,131.0,140.0,233.0,1.0,0.0,0.0,0.117,0.0,0.81,5.2
Baked beans,0.0,46.0,0.6666666666666666,21.02,2.333333333333333,28.133333333333336,4.666666666666667,13.666666666666666,363.6666666666667,0.3673333333333333,4.68,0.0,0.036,4.766666666666667,7.973333333333334,0.088,71.86,0.1173333333333333,0.2306666666666667,0.1346666666666666,0.5533333333333333,41.0,0.1736666666666666,0.96,29.666666666666668,88.33333333333333,249.66666666666663,334.6666666666667,1.393333333333333,3.6666666666666665,0.0,0.0836666666666666,0.9666666666666668,0.1133333333333333,0.6666666666666666
Baked beans from fast food / restaurant,0.0,9.0,2.0,23.29,7.0,21.6,4.3,9.0,80.0,0.28,4.38,0.0,0.014,4.7,10.38,0.03,69.2,0.418,0.587,0.29,1.35,38.0,0.166,1.36,29.0,85.0,224.0,491.0,0.49,1.0,0.0,0.046,0.0,0.1,1.0
Baklava,0.0,45.0,0.0,38.58,47.0,14.1,2.1,74.0,0.0,1.791,5.62,146.0,0.172,11.5,13.14,0.247,27.09,8.143,4.704,12.569,27.23,27.0,0.225,1.89,25.0,90.0,134.0,354.0,0.58,150.0,0.04,0.111,1.3,0.83,3.7
Bamboo shoots,0.0,13.0,0.0,3.13,2.0,0.2,1.4,0.0,0.0,0.136,1.68,10.0,0.026,0.5,1.84,0.024,91.9,0.943,0.95,0.812,2.93,8.0,0.111,0.31,4.0,25.0,78.0,16.0,0.63,12.0,0.0,0.148,1.0,0.91,2.4
Banana,23.5,27.5,0.0,27.55,4.0,10.5,2.7,21.0,0.0,0.6545000000000001,1.14,12.0,0.074,1.1,16.585,0.0284999999999999,68.63,0.4465,0.1285,1.0065,1.77,9.0,0.0785,0.295,28.0,23.0,355.5,2.5,0.155,15.0,0.005,0.37,8.05,0.145,0.65
Banana apple dessert,8.0,12.0,3.0,16.3,0.0,2.1,1.0,10.0,0.0,0.13,0.3,0.0,0.02,0.6,14.66,0.02,83.1,0.018,0.047,0.058,0.2,3.0,0.03,0.1,8.0,9.0,71.0,7.0,0.05,2.0,0.0,0.06,12.3,0.02,0.1
Banana chips,32.0,34.0,0.0,58.4,0.0,21.3,7.7,46.0,0.0,0.71,2.3,0.0,0.017,1.5,35.34,0.085,4.3,1.95,0.63,28.97,33.6,18.0,0.205,1.25,76.0,56.0,536.0,6.0,0.75,4.0,0.0,0.26,6.3,0.24,1.3
Banana juice with lowfat yogurt,3.0,5.0,0.0,17.54,3.0,11.4,0.4,16.0,0.0,0.27,2.5,5.0,0.1,1.6,13.28,0.03,78.5,0.219,0.022,0.517,0.8,79.0,0.03,0.2,10.0,65.0,160.0,37.0,0.14,6.0,0.43,0.12,33.9,0.05,0.4
Banana nectar,9.0,9.0,0.0,17.95,0.0,3.4,0.9,8.0,0.0,0.233,0.38,0.0,0.027,0.4,14.26,0.011,81.17,0.011,0.026,0.039,0.15,4.0,0.033,0.1,10.0,8.0,126.0,2.0,0.05,1.0,0.0,0.128,3.0,0.04,0.2
Banana pudding,6.5,7.5,0.5,21.04,32.0,19.1,0.8500000000000001,33.5,0.0,0.355,1.84,9.5,0.0945,2.55,14.67,0.031,73.975,1.1375,0.367,0.736,2.515,26.5,0.0424999999999999,0.4,8.5,46.0,124.0,91.5,0.2,10.0,0.09,0.131,7.15,0.165,0.65
Banana split,6.0,18.0,0.0,32.53,24.0,17.2,1.3,6.0,0.0,0.254,2.53,66.0,0.148,1.5,23.29,0.032,57.12,1.953,0.296,4.121,6.9,74.0,0.062,0.24,18.0,69.0,220.0,98.0,0.45,68.0,0.21,0.117,3.6,0.42,0.6
Banana with mixed berries,20.0,20.0,0.0,21.31,0.0,8.9,1.0,47.0,0.0,0.623,1.01,0.0,0.058,0.8,15.0,0.028,76.68,0.036,0.123,0.081,0.36,0.0,0.094,0.0,23.0,20.0,283.0,0.0,0.23,3.0,0.0,0.257,18.2,0.37,6.3
Banana yogurt dessert,4.0,4.0,0.0,17.35,1.0,4.7,0.5,4.0,0.0,0.19,1.1,3.0,0.04,0.9,12.2,0.01,80.7,0.12,0.03,0.37,0.52,30.0,0.02,0.14,10.0,28.0,100.0,14.0,0.26,3.0,0.13,0.08,13.9,0.02,0.1
Bananas,12.0,12.666666666666666,0.0,18.563333333333333,0.0,3.6,1.6000000000000003,9.666666666666666,0.0,0.3196666666666667,0.6,0.0,0.0353333333333333,0.7666666666666666,7.399999999999999,0.0163333333333333,80.31666666666666,0.02,0.0353333333333333,0.0679999999999999,0.1833333333333333,6.0,0.043,0.2833333333333333,16.333333333333332,12.333333333333334,165.33333333333334,0.6666666666666666,0.06,1.3333333333333333,0.0,0.1753333333333333,22.933333333333334,0.4833333333333333,0.2666666666666666
Bananas and pineapple,6.333333333333333,26.33333333333333,0.0,18.1,0.0,6.900000000000001,1.6000000000000003,6.333333333333333,0.0,0.175,0.2,0.0,0.019,0.6,9.57,0.017,81.39999999999999,0.0043333333333333,0.01,0.018,0.05,7.0,0.0396666666666666,0.18,6.0,5.0,73.0,0.0,0.0366666666666666,2.333333333333333,0.0,0.087,20.2,0.04,0.6
Bananas and strawberry,27.0,28.0,0.0,25.78,0.0,10.8,1.4,24.0,0.0,0.728,0.71,0.0,0.08,1.1,19.29,0.035,72.23,0.036,0.084,0.121,0.37,0.0,0.087,0.14,30.0,24.0,395.0,1.0,0.23,3.0,0.0,0.395,12.9,0.12,0.6
Bananas with apples and pears,15.0,23.0,6.0,19.31,0.0,7.1,1.4,10.0,0.0,0.55,0.9,0.0,0.03,0.6,12.76,0.01,79.0,0.028,0.085,0.106,0.22,5.0,0.08,0.3,25.0,19.0,233.0,2.0,0.1,3.0,0.0,0.29,13.9,0.08,0.6
Bananas with orange,15.0,322.0,8.0,20.41,0.0,8.8,2.1,28.0,1.0,0.654,1.06,0.0,0.057,0.7,14.27,0.033,77.91,0.0,0.0,0.0,0.0,0.0,0.099,0.23,18.0,19.0,265.0,10.0,0.12,28.0,0.0,0.232,24.5,0.49,2.3
Barbecue sauce,0.0,133.0,2.0,40.77,0.0,7.1,0.9,88.0,4550.0,0.597,0.82,0.0,0.056,1.3,33.24,0.023,54.71,0.082,0.101,0.045,0.63,33.0,0.072,0.64,13.0,20.0,232.0,1027.0,0.17,11.0,0.0,0.075,0.6,0.8,1.8
Barfi or Burfi,0.0,12.0,0.0,40.46,35.0,13.7,0.4,20.0,0.0,0.205,5.41,95.0,0.253,4.2,36.97,0.039,41.83,3.475,0.849,6.115,11.34,148.0,0.047,0.22,19.0,126.0,185.0,71.0,0.5,96.0,0.23,0.07,0.3,0.71,1.0
Barley,0.0,8.333333333333334,0.0,27.80333333333333,1.3333333333333333,13.333333333333334,3.766666666666667,55.333333333333336,0.0,2.0323333333333333,2.2333333333333334,7.333333333333333,0.0616666666666666,8.5,0.2766666666666666,0.082,68.00333333333333,0.2846666666666667,0.3356666666666666,0.4603333333333333,1.2,11.0,0.1036666666666666,1.3066666666666666,21.666666666666668,53.66666666666666,92.0,192.0,0.8099999999999999,7.666666666666667,0.0,0.1246666666666666,0.0,0.1,1.2333333333333334
Barley cereal,0.0,0.0,0.0,69.4,0.0,45.4,6.6,170.0,0.0,14.28,13.2,0.0,1.07,30.2,13.2,0.892,6.8,1.45,3.859,0.894,6.6,643.0,0.467,48.21,115.0,333.0,467.0,33.0,3.13,0.0,3.57,0.714,0.0,5.0,2.3
Barley soup,29.0,70.0,0.0,9.905,2.0,6.2,0.9,31.5,178.5,0.5675,1.915,0.0,0.048,1.95,5.220000000000001,0.0205,86.315,0.288,0.6525,0.2435,1.265,12.0,0.0625,0.335,9.0,34.5,85.0,150.5,0.33,7.0,0.075,0.0515,0.25,0.0699999999999999,0.35
Barracuda,0.0,0.2857142857142857,0.1428571428571428,5.1085714285714285,57.0,78.54285714285713,0.2571428571428571,7.428571428571429,0.0,9.340285714285717,23.25,22.0,0.4938571428571428,42.65714285714286,0.4642857142857143,0.1607142857142857,56.36142857142857,4.327428571428571,3.559428571428572,3.048142857142857,12.295714285714284,39.142857142857146,0.118,1.624285714285714,33.285714285714285,151.71428571428572,456.57142857142856,409.1428571428572,0.85,22.142857142857142,4.1085714285714285,0.3315714285714285,1.9857142857142855,1.4928571428571429,4.1571428571428575
Basbousa,0.0,1.0,0.0,44.07,3.0,7.6,0.5,3.0,0.0,1.008,4.15,13.0,0.179,7.6,30.4,0.131,42.38,3.289,2.174,2.361,8.46,113.0,0.037,0.94,12.0,95.0,123.0,83.0,0.5,13.0,0.15,0.026,0.2,0.52,4.0
Basil,0.0,3142.0,46.0,2.65,0.0,11.4,1.6,5650.0,0.0,0.902,3.15,0.0,0.076,0.3,0.3,0.034,92.06,0.088,0.389,0.041,0.64,177.0,0.385,3.17,64.0,56.0,295.0,4.0,0.81,264.0,0.0,0.155,18.0,0.8,414.8
Bean and ham soup,219.33333333333331,505.0,0.0,11.04,5.666666666666667,21.23333333333333,2.566666666666667,49.66666666666666,305.0,0.8313333333333334,5.493333333333333,0.0,0.0516666666666666,4.3,1.903333333333333,0.0656666666666666,80.40666666666667,0.6633333333333333,0.2806666666666667,0.5206666666666667,1.5599999999999998,27.0,0.0933333333333333,1.0533333333333337,18.0,52.333333333333336,165.33333333333334,284.6666666666667,0.91,51.333333333333336,0.0733333333333333,0.0653333333333333,1.5666666666666669,0.3233333333333333,6.6000000000000005
Bean cake,0.0,0.0,0.0,49.58,0.0,12.0,3.0,5.0,0.0,1.743,5.63,0.0,0.152,10.6,20.37,0.232,22.58,8.73,8.753,2.906,21.26,13.0,0.116,2.29,20.0,74.0,151.0,186.0,0.53,0.0,0.0,0.045,0.3,2.46,27.0
Bean chips,0.0,9.0,0.0,53.18,0.0,51.9,10.1,21.0,0.0,2.926,14.4,0.0,0.157,10.3,1.08,0.509,7.7,5.851,11.679,2.872,21.6,36.0,0.497,4.04,98.0,256.0,547.0,408.0,2.46,1.0,0.0,0.44,1.7,3.28,3.1
Bean dip,0.0,0.0,0.0,15.89,0.0,16.3,4.9,0.0,0.0,0.43,5.44,0.0,0.1,7.7,0.99,0.09,72.95,0.859,1.957,0.529,3.7,26.0,0.196,1.6,40.0,105.0,368.0,443.0,0.69,0.0,0.0,0.115,0.6,0.91,1.7
Bean paste,0.0,0.0,0.0,49.98,0.0,21.9,5.3,0.0,0.0,0.415,6.22,0.0,0.048,1.1,33.92,0.115,42.21,0.028,0.197,0.052,0.47,21.0,0.176,2.13,32.0,102.0,290.0,124.0,0.77,0.0,0.0,0.086,0.9,0.02,6.0
Bean salad,26.0,46.0,4.0,12.98,0.0,15.8,3.5,163.0,4.0,0.353,3.53,0.0,0.043,1.0,3.48,0.073,77.21,1.281,2.548,0.712,5.0,27.0,0.108,1.33,23.0,63.0,211.0,266.0,0.5,5.0,0.0,0.093,7.8,0.54,27.2
Bean soup,73.0,188.5,0.0,10.25,3.0,15.875,2.65,31.0,779.0,0.39125,4.4350000000000005,1.75,0.04975,3.1500000000000004,0.99,0.05825,82.485,0.635,0.3195,0.4185,1.5475,35.25,0.1055,1.0575,18.75,54.75,183.0,264.5,0.5425,20.5,0.03,0.03925,0.8,0.4275,6.575
Bean sprouts,4.0,7.5,4.0,6.01,1.0,21.2,2.55,0.0,0.0,0.669,6.42,5.0,0.156,2.2,3.48,0.0915,83.105,0.9595,1.65,0.7035,3.55,34.5,0.21,1.855,34.5,93.0,224.0,66.5,0.595,6.0,0.0,0.122,9.75,0.3,27.8
Bean with bacon or ham soup,62.0,176.0,0.0,8.89,1.0,14.0,3.1,5.0,3115.0,0.221,3.08,1.0,0.013,3.4,1.57,0.034,84.32,0.849,0.713,0.597,2.32,33.0,0.162,0.8,18.0,51.0,196.0,354.0,0.41,18.0,0.02,0.016,0.6,0.46,1.3
Beans,2.3,102.1,2.5,16.857,0.0,28.85,5.49,201.6,0.0,0.3409,5.479,0.0,0.0635,2.63,0.943,0.0965,73.018,1.2414,1.3309,0.4785999999999999,3.2350000000000003,52.5,0.1563,1.736,40.2,93.2,311.6,170.9,0.6599999999999999,8.7,0.0,0.1085,1.99,0.947,14.43
Beans and brown rice,0.0,0.0,0.0,24.17,0.0,23.2,4.2,0.0,0.0,1.094,6.52,0.0,0.052,3.0,0.28,0.133,63.14,1.799,1.838,0.688,4.49,52.0,0.202,2.29,51.0,104.0,347.0,214.0,1.05,0.0,0.0,0.098,0.0,1.05,6.6
Beans and franks,0.0,7.0,2.0,17.29,19.0,30.5,3.3,7.0,62.0,0.907,6.74,0.0,0.043,7.6,6.17,0.062,69.1,2.326,0.543,2.076,5.22,33.0,0.144,1.36,25.0,95.0,224.0,438.0,0.9,1.0,0.28,0.082,0.0,0.08,0.4
Beans and rice,0.0,16.0,0.3333333333333333,23.28333333333333,2.0,20.166666666666668,3.9333333333333336,1.3333333333333333,865.3333333333334,0.905,6.16,0.3333333333333333,0.04,5.599999999999999,0.42,0.1476666666666666,64.05666666666667,1.98,1.9446666666666663,0.745,4.896666666666667,33.666666666666664,0.151,1.856666666666667,33.333333333333336,87.66666666666667,261.3333333333333,290.3333333333333,0.89,1.6666666666666667,0.0433333333333333,0.1223333333333333,0.6,1.0533333333333337,6.966666666666668
Beans and tomatoes,0.0,83.0,1.0,18.3,0.0,25.65,6.25,7.5,4447.5,0.543,6.21,0.0,0.0584999999999999,3.35,1.355,0.1345,70.545,1.152,1.239,0.4495,3.045,31.5,0.1775,1.67,40.5,103.0,364.5,360.5,0.73,7.0,0.0,0.147,2.6,1.36,6.15
Beans and white rice,0.0,0.0,0.0,25.19,0.0,20.4,3.7,0.0,0.0,0.661,6.5,0.0,0.03,3.7,0.21,0.127,62.38,1.687,1.723,0.615,4.21,54.0,0.188,2.55,40.0,80.0,327.0,231.0,0.96,0.0,0.0,0.086,0.0,1.0,6.6
Beans with meat,0.0,0.0,0.0,20.56,11.0,40.1,7.1,0.0,0.0,0.971,10.7,1.0,0.077,8.8,0.38,0.186,60.16,2.816,2.561,1.17,6.88,35.0,0.188,1.95,47.0,151.0,377.0,275.0,1.52,1.0,0.22,0.207,0.5,1.42,9.5
Bear,0.0,0.0,0.0,0.0,98.0,121.8,0.0,0.0,0.0,3.336,32.28,0.0,0.817,11.2,0.0,0.1,53.33,5.636,2.39,3.525,13.33,5.0,0.147,10.68,23.0,169.0,262.0,233.0,10.23,0.0,2.46,0.289,0.0,0.49,1.8
Beaver,0.0,0.0,0.0,0.0,117.0,129.4,0.0,0.0,0.0,2.191,34.7,0.0,0.309,42.9,0.0,0.05,57.68,1.882,1.344,2.061,6.93,22.0,0.188,9.96,29.0,291.0,401.0,221.0,2.26,0.0,8.26,0.468,3.0,0.45,1.6
Beef,101.54545454545456,251.0,2.4285714285714284,7.231558441558442,49.77922077922078,54.618181818181824,0.6051948051948052,83.84415584415585,340.72727272727275,3.0258051948051947,15.995194805194808,3.0779220779220777,0.1414935064935064,16.672727272727272,1.0725974025974023,0.0812077922077922,65.34103896103896,4.12487012987013,1.2034285714285715,3.348506493506493,9.67012987012987,20.49350649350649,0.091051948051948,1.7066233766233765,17.558441558441558,137.02597402597402,235.63636363636363,414.76623376623377,3.27974025974026,28.428571428571427,1.1671428571428573,0.2474805194805195,2.9714285714285715,0.4942857142857143,8.12077922077922
Beef and broccoli,12.0,167.0,0.0,5.31,25.0,42.9,1.4,649.0,0.0,2.086,10.55,0.0,0.128,10.9,1.39,0.057,71.66,4.384,3.654,1.945,10.65,34.0,0.066,1.25,24.0,117.0,307.0,439.0,2.4,14.0,0.65,0.217,39.2,1.51,62.7
Beef and egg noodles,152.33333333333334,335.0,0.0,7.739999999999999,8.0,10.366666666666667,1.2,93.0,753.0,0.599,2.47,0.0,0.0356666666666666,4.633333333333334,1.4366666666666663,0.0316666666666666,87.32,0.8896666666666667,0.1173333333333333,0.8516666666666667,2.08,9.0,0.041,0.42,8.333333333333334,34.0,66.33333333333333,20.33333333333333,0.5,34.333333333333336,0.1433333333333333,0.0336666666666666,0.7666666666666666,0.3899999999999999,3.1
Beef and macaroni with cheese sauce,0.0,1.0,0.0,12.31,24.0,24.9,0.5,2.0,0.0,2.114,9.12,17.0,0.132,14.6,1.56,0.119,71.74,2.101,0.312,2.158,5.38,52.0,0.066,1.05,16.0,104.0,142.0,398.0,1.84,17.0,0.73,0.115,0.0,0.09,0.6
Beef and noodles,0.0,12.0,0.0,16.24,48.0,43.3,0.8,24.0,0.0,3.015,11.37,19.0,0.146,22.5,0.26,0.202,62.59,3.583,0.976,2.688,8.41,16.0,0.09,1.76,20.0,113.0,125.0,382.0,2.47,20.0,0.95,0.15,0.0,0.32,2.3
Beef and noodles with cream or white sauce,0.0,12.0,0.0,15.02,34.0,34.8,0.6,19.0,0.0,1.929,7.85,41.0,0.137,17.5,1.55,0.177,70.58,1.672,0.735,2.167,5.26,43.0,0.063,1.17,17.0,96.0,101.0,296.0,1.21,42.0,0.42,0.133,0.0,0.43,1.7
Beef and noodles with gravy,0.0,1.0,0.0,15.39,32.0,34.2,0.7,21.0,0.0,2.094,7.7,4.0,0.118,18.3,0.32,0.176,70.66,1.958,1.163,1.215,5.07,11.0,0.071,1.24,16.0,79.0,75.0,304.0,1.23,4.0,0.33,0.099,0.0,0.39,2.4
Beef and noodles with meat sauce and cheese,0.0,98.0,0.0,13.16,21.0,22.0,1.2,2.0,6934.0,2.063,9.22,20.0,0.135,14.8,1.91,0.1,71.25,1.581,0.281,2.136,4.83,78.0,0.143,1.48,20.0,121.0,233.0,340.0,1.72,28.0,0.53,0.13,3.4,0.72,1.5
Beef and noodles with mushroom sauce,0.0,1.0,0.0,14.97,29.0,34.8,0.8,20.0,0.0,1.939,7.54,9.0,0.11,17.6,0.8,0.163,71.15,1.678,1.605,1.252,5.13,23.0,0.066,1.16,15.0,84.0,91.0,310.0,1.17,9.0,0.35,0.093,0.0,0.42,7.2
Beef and noodles with soy-based sauce,0.0,30.0,0.0,7.64,35.0,48.8,0.6,57.0,0.0,2.358,13.18,0.0,0.083,13.8,0.86,0.045,67.96,4.205,2.818,2.237,10.06,16.0,0.059,1.25,15.0,97.0,172.0,273.0,2.18,2.0,0.68,0.211,2.3,0.96,19.6
Beef and noodles with tomato-based sauce,0.0,11.0,0.0,10.67,23.0,23.4,0.4,4.0,44.0,1.671,8.74,7.0,0.11,9.4,2.02,0.089,75.6,1.55,0.183,1.529,3.92,24.0,0.05,1.17,11.0,68.0,114.0,274.0,1.82,8.0,0.53,0.07,0.1,0.17,2.1
Beef and potatoes,0.0,1.0,0.0,14.52,20.0,35.0,1.3,7.0,0.0,2.119,7.92,0.0,0.049,7.1,0.65,0.086,71.18,2.053,1.307,1.159,4.93,8.0,0.138,0.78,19.0,71.0,293.0,305.0,1.33,0.0,0.37,0.283,5.4,0.44,5.3
Beef and potatoes with cheese sauce,0.0,8.0,0.0,11.1,24.0,24.4,0.9,4.0,0.0,1.45,8.15,23.0,0.102,6.6,0.48,0.069,73.57,1.903,0.472,2.798,5.6,94.0,0.097,0.61,18.0,112.0,233.0,316.0,1.23,23.0,0.34,0.199,3.7,0.09,1.5
Beef and potatoes with cream sauce,0.0,1.0,0.0,8.67,17.0,33.7,0.7,4.0,0.0,1.535,7.73,12.0,0.07,9.4,1.29,0.052,78.58,1.052,1.386,1.003,3.8,32.0,0.066,0.66,12.0,78.0,186.0,331.0,1.25,12.0,0.4,0.16,1.7,0.31,9.7
Beef and rice,0.0,0.0,0.0,17.23,17.0,22.7,0.2,0.0,0.0,1.887,7.27,0.0,0.038,10.4,0.03,0.113,69.3,2.09,1.424,1.109,5.0,8.0,0.058,1.2,11.0,62.0,68.0,312.0,1.26,0.0,0.31,0.131,0.0,0.48,4.0
Beef and rice soup,172.0,153.0,0.0,6.23,15.0,23.6,0.9,81.0,87.0,1.44,5.83,0.0,0.056,5.9,0.85,0.04,85.12,0.492,0.072,0.447,1.21,14.0,0.069,0.79,14.0,67.0,227.0,425.0,1.39,20.0,0.36,0.15,9.2,0.16,6.3
Beef and rice with cheese sauce,1.0,57.0,13.0,14.64,24.0,20.6,0.4,40.0,28.0,1.952,8.07,10.0,0.069,8.5,0.16,0.093,70.82,2.117,0.235,2.263,5.36,33.0,0.071,1.35,11.0,79.0,105.0,301.0,1.75,15.0,0.65,0.121,0.3,0.14,0.8
Beef and rice with cream sauce,0.0,11.0,0.0,15.89,19.0,22.4,0.2,0.0,0.0,1.576,6.69,37.0,0.074,9.1,1.33,0.111,70.98,1.774,0.872,2.056,5.17,41.0,0.047,1.0,12.0,77.0,96.0,305.0,1.1,38.0,0.36,0.15,0.0,0.46,2.7
Beef and rice with gravy,0.0,0.0,0.0,15.98,15.0,20.1,0.2,0.0,0.0,1.66,6.28,0.0,0.048,8.8,0.12,0.101,71.46,2.12,1.374,1.141,5.12,10.0,0.053,1.03,10.0,58.0,69.0,315.0,1.07,0.0,0.26,0.117,0.0,0.45,3.7
Beef and rice with mushroom sauce,0.0,0.0,0.0,15.54,13.0,21.8,0.4,1.0,0.0,1.549,6.25,6.0,0.046,8.9,0.59,0.095,71.87,1.843,1.774,1.182,5.17,21.0,0.049,0.97,10.0,64.0,84.0,313.0,1.03,6.0,0.29,0.11,0.0,0.47,8.2
Beef and rice with soy-based sauce,0.0,30.0,0.0,8.05,36.0,49.8,0.5,58.0,0.0,2.662,13.57,0.0,0.086,14.5,0.88,0.072,66.88,4.299,2.884,2.292,10.27,18.0,0.066,1.47,17.0,103.0,181.0,275.0,2.26,3.0,0.69,0.232,2.3,0.98,20.0
Beef and rice with tomato-based sauce,0.0,79.0,1.0,15.88,14.0,21.8,0.7,7.0,4223.0,1.863,6.39,0.0,0.051,8.8,1.11,0.101,71.27,2.126,1.592,1.055,5.15,11.0,0.082,1.29,14.0,59.0,146.0,308.0,1.11,7.0,0.26,0.138,2.1,0.94,5.3
Beef and vegetables,380.0,944.0,3.0,14.13,7.0,17.7,1.8,28.0,0.0,1.398,4.33,0.0,0.081,3.1,5.6,0.041,76.63,0.498,0.362,0.396,1.48,49.0,0.121,0.94,39.0,78.0,267.0,676.0,0.78,95.0,0.09,0.152,1.9,0.86,3.6
Beef and vegetables excluding carrots,11.666666666666666,65.0,14.666666666666666,5.34,27.33333333333333,41.4,0.9666666666666668,197.33333333333331,0.0,2.030666666666667,10.056666666666668,0.0,0.0896666666666666,10.0,1.18,0.0426666666666666,75.55666666666667,3.267,2.1496666666666666,1.772333333333333,7.859999999999999,14.666666666666666,0.06,1.0533333333333337,15.333333333333334,82.0,169.66666666666666,293.6666666666667,1.7166666666666668,6.333333333333333,0.5066666666666667,0.1743333333333333,5.466666666666666,0.7433333333333333,15.766666666666666
Beef and vegetables including carrots,675.6666666666666,1587.0,0.0,4.096666666666667,28.33333333333333,41.8,1.2333333333333334,351.6666666666667,0.0,1.936,10.406666666666666,0.0,0.087,10.233333333333333,1.2733333333333334,0.0473333333333333,76.62,3.15,2.019333333333333,1.766,7.63,20.666666666666668,0.0513333333333333,1.0666666666666669,13.333333333333334,83.0,177.0,291.6666666666667,1.75,161.66666666666666,0.5266666666666667,0.1863333333333333,10.366666666666667,1.0566666666666666,28.2
Beef barbecue submarine sandwich,0.0,24.0,0.0,26.04,38.0,56.0,0.8,18.0,823.0,3.926,16.73,0.0,0.19,23.7,8.72,0.236,50.25,1.913,0.836,1.763,5.37,63.0,0.085,2.46,19.0,123.0,194.0,410.0,2.5,2.0,0.8,0.207,0.6,0.43,2.7
Beef brisket,0.0,0.0,0.0,0.0,92.0,108.66666666666669,0.0,0.0,0.0,3.5666666666666664,28.52333333333333,0.0,0.2113333333333333,23.9,0.0,0.069,55.19,5.943333333333334,0.42,4.889,13.12,6.333333333333333,0.1143333333333333,2.6966666666666668,22.33333333333333,230.66666666666663,274.3333333333333,390.3333333333333,6.523333333333333,0.0,2.53,0.2813333333333333,0.0,0.1566666666666666,1.6666666666666667
Beef broth,10.333333333333334,49.0,0.0,1.163333333333333,0.0,4.066666666666666,0.1999999999999999,14.666666666666666,266.6666666666667,0.6756666666666667,1.4366666666666663,0.0,0.0623333333333333,0.6,0.5933333333333334,0.022,95.12666666666668,0.612,0.5723333333333334,0.2406666666666666,1.4800000000000002,8.333333333333334,0.028,0.2566666666666666,4.666666666666667,20.0,110.66666666666669,227.66666666666663,0.1633333333333333,4.666666666666667,0.0166666666666666,0.0596666666666666,1.6333333333333335,0.2233333333333333,3.4
Beef burgundy,0.0,16.0,0.0,4.06,52.0,70.6,0.7,11.0,193.0,4.4,18.5,0.0,0.206,21.6,1.45,0.067,70.03,2.478,0.985,1.776,5.99,20.0,0.136,1.88,23.0,183.0,360.0,369.0,4.52,1.0,1.27,0.241,2.0,0.49,6.5
Beef chow mein or chop suey,19.0,99.0,0.0,3.85,25.0,36.9,0.8,119.0,0.0,2.956,10.76,1.0,0.161,9.2,1.76,0.039,81.66,0.908,0.716,0.748,2.61,22.0,0.041,1.23,11.0,109.0,218.0,253.0,1.62,10.0,0.67,0.315,4.8,0.43,13.3
Beef chow mein or chop suey with noodles,16.0,87.0,0.0,11.17,22.0,33.5,1.5,106.0,0.0,3.171,10.78,1.0,0.19,11.6,1.55,0.104,71.85,1.891,1.066,1.481,4.89,19.0,0.051,1.87,12.0,108.0,204.0,328.0,1.52,9.0,0.58,0.281,4.2,0.48,12.3
